"","X.1","X","numquake","avgmag","summag","locx","locy","numdrill","sumbbls","sumpsi","numbigquake","rfp","catbig"
"1",1,1,0,0,0,-99.9125,36.9277777777778,0,0,0,0,0.0170344213996081,0
"2",2,2,0,0,0,-99.7375,36.9277777777778,0,0,0,0,0.0170344213996081,0
"3",3,3,0,0,0,-99.5625,36.9277777777778,0,0,0,0,0.0170344213996081,0
"4",4,4,0,0,0,-99.3875,36.9277777777778,0,0,0,0,0.0170344213996081,0
"5",5,5,0,0,0,-99.2125,36.9277777777778,0,0,0,0,0.0170344213996081,0
"6",6,6,0,0,0,-99.0375,36.9277777777778,0,0,0,0,0.0170344213996081,0
"7",7,7,0,0,0,-98.8625,36.9277777777778,0,0,0,0,0.0170344213996081,0
"8",8,8,0,0,0,-98.6875,36.9277777777778,2,1990,1422,0,0.0112282051282051,0
"9",9,9,0,0,0,-98.5125,36.9277777777778,2,1990,1422,0,0.0112282051282051,0
"10",10,10,0,0,0,-98.3375,36.9277777777778,0,0,0,0,0.0170344213996081,0
"11",11,11,0,0,0,-98.1625,36.9277777777778,0,0,0,0,0.0170344213996081,0
"12",12,12,0,0,0,-97.9875,36.9277777777778,0,0,0,0,0.0170344213996081,0
"13",13,13,0,0,0,-97.8125,36.9277777777778,1,5000,1500,0,0.0094015096015096,0
"14",14,14,0,0,0,-97.6375,36.9277777777778,1,5000,1500,0,0.0094015096015096,0
"15",15,15,0,0,0,-97.4625,36.9277777777778,0,0,0,0,0.0170344213996081,0
"16",16,16,0,0,0,-97.2875,36.9277777777778,1,10000,300,0,0.206177056277056,0
"17",17,17,0,0,0,-97.1125,36.9277777777778,1,1000,300,0,-9.85322934354826e-18,0
"18",18,18,0,0,0,-96.9375,36.9277777777778,0,0,0,0,0.0170344213996081,0
"19",19,19,0,0,0,-96.7625,36.9277777777778,1,8000,500,0,0.0239333333333333,0
"20",20,20,0,0,0,-96.5875,36.9277777777778,0,0,0,0,0.0170344213996081,0
"21",21,21,0,0,0,-96.4125000000001,36.9277777777778,0,0,0,0,0.0170344213996081,0
"22",22,22,0,0,0,-96.2375000000001,36.9277777777778,0,0,0,0,0.0170344213996081,0
"23",23,23,0,0,0,-96.0625000000001,36.9277777777778,0,0,0,0,0.0170344213996081,0
"24",24,24,0,0,0,-95.8875000000001,36.9277777777778,4,6150,1400,0,-9.32587340685132e-18,0
"25",25,25,0,0,0,-95.7125000000001,36.9277777777778,0,0,0,0,0.0170344213996081,0
"26",26,26,0,0,0,-95.5375000000001,36.9277777777778,1,3000,400,0,0.002,0
"27",27,27,0,0,0,-95.3625000000001,36.9277777777778,1,3000,400,0,0.002,0
"28",28,28,0,0,0,-95.1875000000001,36.9277777777778,0,0,0,0,0.0170344213996081,0
"29",29,29,0,0,0,-95.0125000000001,36.9277777777778,0,0,0,0,0.0170344213996081,0
"30",30,30,0,0,0,-94.8375000000001,36.9277777777778,0,0,0,0,0.0170344213996081,0
"31",31,31,0,0,0,-99.9125,36.7833333333333,0,0,0,0,0.0170344213996081,0
"32",32,32,0,0,0,-99.7375,36.7833333333333,0,0,0,0,0.0170344213996081,0
"33",33,33,0,0,0,-99.5625,36.7833333333333,0,0,0,0,0.0170344213996081,0
"34",34,34,0,0,0,-99.3875,36.7833333333333,0,0,0,0,0.0170344213996081,0
"35",35,35,0,0,0,-99.2125,36.7833333333333,1,40000,400,0,0.107983333333333,0
"36",36,36,0,0,0,-99.0375,36.7833333333333,1,40000,400,0,0.107983333333333,0
"37",37,37,0,0,0,-98.8625,36.7833333333333,0,0,0,0,0.0170344213996081,0
"38",38,38,0,0,0,-98.6875,36.7833333333333,0,0,0,0,0.0170344213996081,0
"39",39,39,0,0,0,-98.5125,36.7833333333333,0,0,0,0,0.0170344213996081,0
"40",40,40,0,0,0,-98.3375,36.7833333333333,0,0,0,0,0.0170344213996081,0
"41",41,41,0,0,0,-98.1625,36.7833333333333,0,0,0,0,0.0170344213996081,0
"42",42,42,0,0,0,-97.9875,36.7833333333333,0,0,0,0,0.0170344213996081,0
"43",43,43,0,0,0,-97.8125,36.7833333333333,0,0,0,0,0.0170344213996081,0
"44",44,44,0,0,0,-97.6375,36.7833333333333,0,0,0,0,0.0170344213996081,0
"45",45,45,0,0,0,-97.4625,36.7833333333333,0,0,0,0,0.0170344213996081,0
"46",46,46,0,0,0,-97.2875,36.7833333333333,0,0,0,0,0.0170344213996081,0
"47",47,47,0,0,0,-97.1125,36.7833333333333,1,1000,300,0,-9.85322934354826e-18,0
"48",48,48,0,0,0,-96.9375,36.7833333333333,0,0,0,0,0.0170344213996081,0
"49",49,49,0,0,0,-96.7625,36.7833333333333,0,0,0,0,0.0170344213996081,0
"50",50,50,0,0,0,-96.5875,36.7833333333333,0,0,0,0,0.0170344213996081,0
"51",51,51,0,0,0,-96.4125000000001,36.7833333333333,0,0,0,0,0.0170344213996081,0
"52",52,52,0,0,0,-96.2375000000001,36.7833333333333,0,0,0,0,0.0170344213996081,0
"53",53,53,0,0,0,-96.0625000000001,36.7833333333333,0,0,0,0,0.0170344213996081,0
"54",54,54,0,0,0,-95.8875000000001,36.7833333333333,5,6650,2522,0,0.0072,0
"55",55,55,0,0,0,-95.7125000000001,36.7833333333333,1,500,500,0,-9.97812943381859e-18,0
"56",56,56,0,0,0,-95.5375000000001,36.7833333333333,2,4000,925,0,0.00316666666666667,0
"57",57,57,0,0,0,-95.3625000000001,36.7833333333333,0,0,0,0,0.0170344213996081,0
"58",58,58,0,0,0,-95.1875000000001,36.7833333333333,0,0,0,0,0.0170344213996081,0
"59",59,59,0,0,0,-95.0125000000001,36.7833333333333,0,0,0,0,0.0170344213996081,0
"60",60,60,0,0,0,-94.8375000000001,36.7833333333333,0,0,0,0,0.0170344213996081,0
"61",61,61,0,0,0,-99.9125,36.6388888888889,0,0,0,0,0.0170344213996081,0
"62",62,62,0,0,0,-99.7375,36.6388888888889,0,0,0,0,0.0170344213996081,0
"63",63,63,0,0,0,-99.5625,36.6388888888889,0,0,0,0,0.0170344213996081,0
"64",64,64,0,0,0,-99.3875,36.6388888888889,0,0,0,0,0.0170344213996081,0
"65",65,65,0,0,0,-99.2125,36.6388888888889,0,0,0,0,0.0170344213996081,0
"66",66,66,0,0,0,-99.0375,36.6388888888889,0,0,0,0,0.0170344213996081,0
"67",67,67,0,0,0,-98.8625,36.6388888888889,0,0,0,0,0.0170344213996081,0
"68",68,68,0,0,0,-98.6875,36.6388888888889,0,0,0,0,0.0170344213996081,0
"69",69,69,0,0,0,-98.5125,36.6388888888889,0,0,0,0,0.0170344213996081,0
"70",70,70,0,0,0,-98.3375,36.6388888888889,0,0,0,0,0.0170344213996081,0
"71",71,71,0,0,0,-98.1625,36.6388888888889,0,0,0,0,0.0170344213996081,0
"72",72,72,0,0,0,-97.9875,36.6388888888889,0,0,0,0,0.0170344213996081,0
"73",73,73,0,0,0,-97.8125,36.6388888888889,0,0,0,0,0.0170344213996081,0
"74",74,74,0,0,0,-97.6375,36.6388888888889,0,0,0,0,0.0170344213996081,0
"75",75,75,0,0,0,-97.4625,36.6388888888889,0,0,0,0,0.0170344213996081,0
"76",76,76,0,0,0,-97.2875,36.6388888888889,1,1000,300,0,-9.85322934354826e-18,0
"77",77,77,0,0,0,-97.1125,36.6388888888889,0,0,0,0,0.0170344213996081,0
"78",78,78,0,0,0,-96.9375,36.6388888888889,0,0,0,0,0.0170344213996081,0
"79",79,79,0,0,0,-96.7625,36.6388888888889,0,0,0,0,0.0170344213996081,0
"80",80,80,0,0,0,-96.5875,36.6388888888889,0,0,0,0,0.0170344213996081,0
"81",81,81,0,0,0,-96.4125000000001,36.6388888888889,0,0,0,0,0.0170344213996081,0
"82",82,82,0,0,0,-96.2375000000001,36.6388888888889,0,0,0,0,0.0170344213996081,0
"83",83,83,0,0,0,-96.0625000000001,36.6388888888889,1,500,1122,0,0.0016,0
"84",84,84,0,0,0,-95.8875000000001,36.6388888888889,1,500,1122,0,0.0016,0
"85",85,85,0,0,0,-95.7125000000001,36.6388888888889,0,0,0,0,0.0170344213996081,0
"86",86,86,0,0,0,-95.5375000000001,36.6388888888889,1,500,207,0,0.00203389830508474,0
"87",87,87,0,0,0,-95.3625000000001,36.6388888888889,1,500,207,0,0.00203389830508474,0
"88",88,88,0,0,0,-95.1875000000001,36.6388888888889,0,0,0,0,0.0170344213996081,0
"89",89,89,0,0,0,-95.0125000000001,36.6388888888889,0,0,0,0,0.0170344213996081,0
"90",90,90,0,0,0,-94.8375000000001,36.6388888888889,0,0,0,0,0.0170344213996081,0
"91",91,91,0,0,0,-99.9125,36.4944444444444,0,0,0,0,0.0170344213996081,0
"92",92,92,0,0,0,-99.7375,36.4944444444444,0,0,0,0,0.0170344213996081,0
"93",93,93,0,0,0,-99.5625,36.4944444444444,0,0,0,0,0.0170344213996081,0
"94",94,94,0,0,0,-99.3875,36.4944444444444,0,0,0,0,0.0170344213996081,0
"95",95,95,0,0,0,-99.2125,36.4944444444444,0,0,0,0,0.0170344213996081,0
"96",96,96,0,0,0,-99.0375,36.4944444444444,0,0,0,0,0.0170344213996081,0
"97",97,97,0,0,0,-98.8625,36.4944444444444,0,0,0,0,0.0170344213996081,0
"98",98,98,0,0,0,-98.6875,36.4944444444444,0,0,0,0,0.0170344213996081,0
"99",99,99,0,0,0,-98.5125,36.4944444444444,0,0,0,0,0.0170344213996081,0
"100",100,100,0,0,0,-98.3375,36.4944444444444,0,0,0,0,0.0170344213996081,0
"101",101,101,0,0,0,-98.1625,36.4944444444444,0,0,0,0,0.0170344213996081,0
"102",102,102,0,0,0,-97.9875,36.4944444444444,0,0,0,0,0.0170344213996081,0
"103",103,103,0,0,0,-97.8125,36.4944444444444,0,0,0,0,0.0170344213996081,0
"104",104,104,0,0,0,-97.6375,36.4944444444444,1,6000,1000,0,0.00436666666666667,0
"105",105,105,0,0,0,-97.4625,36.4944444444444,1,12000,1122,0,0.0161587301587302,0
"106",106,106,0,0,0,-97.2875,36.4944444444444,1,12000,1122,0,0.0161587301587302,0
"107",107,107,0,0,0,-97.1125,36.4944444444444,1,500,300,0,-9.76996261670138e-18,0
"108",108,108,0,0,0,-96.9375,36.4944444444444,1,20000,300,0,0.0856333333333333,0
"109",109,109,0,0,0,-96.7625,36.4944444444444,0,0,0,0,0.0170344213996081,0
"110",110,110,0,0,0,-96.5875,36.4944444444444,0,0,0,0,0.0170344213996081,0
"111",111,111,0,0,0,-96.4125000000001,36.4944444444444,0,0,0,0,0.0170344213996081,0
"112",112,112,0,0,0,-96.2375000000001,36.4944444444444,0,0,0,0,0.0170344213996081,0
"113",113,113,0,0,0,-96.0625000000001,36.4944444444444,1,2000,500,0,0.0133245976245976,0
"114",114,114,0,0,0,-95.8875000000001,36.4944444444444,1,2000,500,0,0.0133245976245976,0
"115",115,115,0,0,0,-95.7125000000001,36.4944444444444,3,480,1819,0,0.0038,0
"116",116,116,0,0,0,-95.5375000000001,36.4944444444444,0,0,0,0,0.0170344213996081,0
"117",117,117,0,0,0,-95.3625000000001,36.4944444444444,0,0,0,0,0.0170344213996081,0
"118",118,118,0,0,0,-95.1875000000001,36.4944444444444,0,0,0,0,0.0170344213996081,0
"119",119,119,0,0,0,-95.0125000000001,36.4944444444444,0,0,0,0,0.0170344213996081,0
"120",120,120,0,0,0,-94.8375000000001,36.4944444444444,0,0,0,0,0.0170344213996081,0
"121",121,121,0,0,0,-99.9125,36.35,0,0,0,0,0.0170344213996081,0
"122",122,122,0,0,0,-99.7375,36.35,0,0,0,0,0.0170344213996081,0
"123",123,123,0,0,0,-99.5625,36.35,0,0,0,0,0.0170344213996081,0
"124",124,124,0,0,0,-99.3875,36.35,0,0,0,0,0.0170344213996081,0
"125",125,125,0,0,0,-99.2125,36.35,0,0,0,0,0.0170344213996081,0
"126",126,126,0,0,0,-99.0375,36.35,0,0,0,0,0.0170344213996081,0
"127",127,127,0,0,0,-98.8625,36.35,0,0,0,0,0.0170344213996081,0
"128",128,128,0,0,0,-98.6875,36.35,0,0,0,0,0.0170344213996081,0
"129",129,129,0,0,0,-98.5125,36.35,1,5000,1000,0,0.0100131979131979,0
"130",130,130,0,0,0,-98.3375,36.35,1,5000,1000,0,0.0100131979131979,0
"131",131,131,1,3.2,3.2,-98.1625,36.35,0,0,0,1,0.0170344213996081,1
"132",132,132,1,3.2,3.2,-97.9875,36.35,0,0,0,1,0.0170344213996081,1
"133",133,133,0,0,0,-97.8125,36.35,0,0,0,0,0.0170344213996081,0
"134",134,134,0,0,0,-97.6375,36.35,0,0,0,0,0.0170344213996081,0
